Sara Rampazzi, Ph.D
Anand Rangarajan, Ph.D.
Jaime Ruiz, Ph.D.
Patrick Traynor, Ph.D.
Daisy Zhe Wang, Ph.D.
Byron Williams, Ph.D.
Lisha Zhou, M.S.
Tatyana Davis
Godmar Back
Wonsun Ahn
Malihe Alikhani
Amy Babay
Jacob Biehl
Arjun Chandraesekhar
Bruce Childers
Panos Chrysanthis
Paul Cohen
Constantinos Costa
Timothy Hoffman
Rebecca Hwa
Sherif Khattab
Alexandros Labrinidis
Adam Lee
Stephen Lee
Rob Rutenbar
Amani Altarawneh
James Bieman
Nathaniel Blanchard
Megan Brice
Abhimanyu Chawla
Joe Gersch
Sudipto Ghosh
Michael Kirby
Nikhil Krishnaswamy
Ross McConnell
Marcia Moraes
Francisco Ortega
Shrideep Pallickara
Craig Partridge
Sudeep Pasricha
Jean Peccoud
Sanjay Rajopadhye
Indrajit Ray
Indrakshi Ray
Heidi Runge
Benjamin Say
Phil Sharp
Tran Winick
Ron Alterovitz
Stephen Aylward
Mohit Bansal
Tamara L. Berg
David Cowhig
Jackson Cox
David Gotz
Adrian Ilie
Stephanie Johnson
Tessa Joseph-Nicholas
Jasleen Kaur
Ashok Krishnamurthy
Erin Lane
Ming C. Lin
Steve Marron
Ketan Mayer-Patel
Crystal McCall
Leonard McMillan
Fabian Monrose
Brent Munsell
David Musick
Marc Niethammer
Beatriz Paniagua
Stephen M. Pizer
Donald Porter
Cynthia Ramos
Mike Reed
Jorge Silva
Mark Snyder
Natalie Stanley
Cynthia Sturton
Martin Styner
Guorong Wu
Pew-Thian Yap
Jan-Michael Frahm
Hao Chen
Prem Devanbu
David Doty
Abbas Attarwala
Vahid Azadeh-Ranjbar
Sarah Adel Bargal
Margrit Betke
Ran Canetti
Manos Athanassoulis
Sherief El-Sheikh
Marco Gaboardi
Sharon Goldberg
Vasiliki Kalavri
John Liagouris
Abraham Matta
Sofya Raskhodnikova
Bryan Plummer
Stan Sclaroff
Evimaria Terzi
Emily Whiting
Jonathan Huggins
Vijaya Kolachalama
Brian Kulis
Gianluca Stringhini
Georgios Zervas
Hasan Aljabbouli
Craig Kapp
Joan Bruna
Kyunghyun Cho
Joshua Clayton
Ernest Davis
Rob Fergus
Allan Gottlieb
Zvi Kedem
Julia Kempe
Yann LeCun
Mehryar Mohri
Daniel Neill
Michael Overton
Lerrel Pinto
Joseph Versoza
Michael Walfish
Thomas Wies
Hunter Albright
Ken Anderson
Jed Brown
Bor-Yuh Evan Chang
Aaron Clauset
Rachel Cox
Ellen Yi-Luen Do
Ioana Fleming
Joshua Grochow
Dirk Grunwald
Danna Gurari
Sangtae Ha
Aaron Hansen
Christoffer Heckman
Geena Kim
David Knox
Ryan Layer
Gowtham Kaki
James Martin
Dan Massey
Claire Monteleoni
Bruce Montgomery
Sreesha Nath
Kristy Peterson
David Reed
Alessandro Roncone
Sriram Sankaranarayanan
Bobby Schnabel
Thomas Schwengler
Ben Shapiro
Tamara Sumner
Henry Tufo
Tom Yeh
Maciej Zagrodzki
Majid Zamani
Jed Brubaker
Robin Dowell
Claire Bennett
Michael Collier
Evan Feldman
Joy Knutsen
Tammy Lane
Jessica Lee
Chantel Lehl
Vanessa Luna
Lindsey Morford
Amy Richards
Carrie Sadler
Rajshree Shrestha
Haley Todacheene
Beth Webb
Adam Zheng
David Hall
Thomas Hauser
Caleb Phillips
Arielle Carr
Brian D. Davison
Brian Y. Chen
Mooi Choo Chuah
Orit Peleg
Hank (Henry) Korth
Stephen Lee-Urban
Daniel P. Lopresti
Corey Montella
Roberto Palmieri
Michael F. Spear
George Witmer
Boady, Mark
Breen, David E.
Burlick, Matthew
Cai, Yuanfang
Chatterjee, Preetha
Khosroshahi, Ehsan B.
Mainland, Geoffrey
Mancoridis, Spiros
Osmanlioglu, Yusuf
Pirmann, Tammy
Popyack, Jeffrey
Salvage, Jeffrey
Shokoufandeh, Ali
Remco Chang
J.P. de Ruiter
Soha Hassoun
Raja Sambasivan
Mark Sheldon
Jivko Sinapov
Diane Souvaine
Daniel Votipka
Partha Biswas
Lisa Diorio
Fabrizio Santini
Jitendra Singh
Ethan Danahy
Josephine Wolff
Amy Apon
Julian Brinkley
David Donar
Svetlana Drachova
Alexander Herzog
Sophie Joerg
Eileen Kraemer
Chris Plaue
Andrew Robb
Mark Smotherman
Jacob Sorber
Pradip Srimani
Yu-Shan (Sami) Sun
Nicolas Widman
Victor Zordan
Roghayeh (Leila) Barmaki
Sunita Chandrasekaran
Xing Gao
Jeremy Keffer
Vista, Dimitra
Lena Mashayekhy
Xi Peng
Christopher Rasmussen
Ilya Safro
Adarsh Sethi
Vijay Shanker
Cathy Wu
Rui Zhang
Sarah Abraham
Joydeep Biswas
Siddhartha Chatterjee
Shuchi Chawla
Vijay Chidambaram
Alan Cline
Shirley Cohen
William Cook
Fares Fraij
Justin Hart
Oliver Jensen
Devdatta Kulkarni
Margaret Myers
Amy Pavel
Tina Peterson
Bill Press
Eric Price
Calvin Smith
Paul Toprac
Cem Tutum
David Wu
William Young
Yuke Zhu
Constantine Caramanis
Alexandros Dimakis
Joydeep Ghosh
Matthew Lease
J. Tinsley Oden
David Zhigang Pan
Andrew Whinston
Yolanda Anderson
Wolfgang Banzhaf
Vishnu Boddeti
Zhichao Cao
Bin Chen
Betty Cheng
Emily Dolson
Kristen Johnson
Amy King
Abdol Esfahanian
Hui Liu
Xiaoming Liu
Billy Massey II
Stacey L. Nye
Charles Ofria
Kevin Ohl
William Punch
Arun A. Ross
Joshua Siegel
George Stockman
Jiliang Tang
Yiying Tong
Eric Torng
Imen Zaabar
Jiayu Zhou
Brandon Bohrer
Mark L. Claypool
Mohamed Y. Eltabakh
Neil Heffernan
Xiaozhong Liu
Rodica Neamtu
Elke A. Rundensteiner
Craig A. Shue
Shubbhi Taneja
Ali Yousefi
Mary Katharine Courtemanche
Angela Kao
Beckley Wooster Schowalter
Richard Billo
Kevin Bowyer
Jay Brockman
Ramzi Bualuan
Nitesh Chawla
David Chiang
John Aloimonos
Clifford Bakalian
Abhinav Bhatele
Andrew Childs
Rance Cleaveland
Tom Goldstein
Michael Hicks
Jeffrey K. Hollingsworth
David Jacobs
Clyde Kruskal
Leonidas Lampropoulos
Dave Levin
Ming Lin
Stevens Miller
Dana Nau
Rob Patro
Jandelyn Plane
James Reggia
Hanan Samet
Mohammad Nayeem Teli
Pratap Tokekar
David Van Horn
Amitabh Varshney
Xiaodi Wu
Ilchul Yoon
Matthias Zwicker
Gorjan Alagic
Aniket Bera
Eun Kyoung Choe
Michel Cukier
Niklas Elmqvist
Mihai Pop
Naeemul Hassan
Amanda Lazar
Richard Marciano
Philip Resnik
Hector Corrada Bravo
Matthew Coudron
Lise Getoor
Max Leiserson
Marc Lichtman
Jennifer Manly
Carl Miller
William Arbaugh
Victor Basili
Larry Davis
Laveen Kanal
Samir Khuller
Nicholas Roussopoulos
Marvin Zelkowitz
Eitan Borgnia
Mara Cai
Stephen Herwig
Aditya Bhaskara
Ganesh Gopalakrishnan
Tom Henderson
David Johnson
Ben Jones
Sneha Kasera
Ladislav Kavan
Mike Kirby
Marina Kogan
Alan Kuntz
Alexander Lex
Manish Parashar
Valerio Pascucci
Zvonimir Rakamaric
Dan Reed
John Regehr
Varun Shankar
Blair Sullivan
Bei Wang Phillips
Cem Yuksel
Pierre-Emmanuel Gaillardon
Pania Newell
Masood Parvania
Tolga Tasdizen
Anders Ynnerman
Eric Eide
Shireen Elhabian
Robert Ricci
Abdeslam Boularias
John-Austen Francisco
Kyumin Lee
Aravind Srinivasan
Travis Martin
Lily Chang
Tomasz Imielinski
Mubbasir Kapadia
Karthik Srikanta
Amelie Marian
Richard Martin
Dimitris Metaxas
Konstantinos Michmizos
Santosh Nagarakatte
Thu Nguyen
Vladimir Pavlovic
David Pennock
Lars Sorensen
Frances Trees
Hao Wang
Jingjin Yu
Zheng Zhang
Ishfaq Ahmad
Vassilis Athitsos
Sharma Chakravarthy
Christopher Conly
Ronald E. Cross
Christoph Csallner
Gautam Das
Elizabeth Diaz
Negin Fraidouni
Shawn Gieser
Vamsikrishna Gopikrishna
Junzhou Huang
Bahram Khalili
Jeff (Yu) Lei
Chengkai Li
Yonghe Liu
Jacob Luber
Chris McMurrough
Shirin Nilizadeh
Habeeb Olufowobi
Jia Rao
Abhishek Santra
Alexandra Stefan
Cesar Torres  Assistant Professor
Tim Hickey
Olga Papaemmanouil
Keith Plaster
James Pustejovsky
R. Pito Salas
Iraklis Tsekourakis
Serafini, Marco
Sharma, Sahil
Sheldon, Dan
Shiao, Jennifer
Smith, Katie
Souza, Abel
Stawasz, Pamela
Stubbs, Julie
Suri, Neeraj
Nianwen Bert Xue
Siegelmann, Hava
Mahyar, Narges
Maji, Subhransu
Marlin, Ben
Marquard, Jenna
Mazeski, Joyce
Mazumdar, Arya
Merlino, Nick
Miklau, Gerome
Moruzzi, Kate
Moss, J. Eliot
Manmatha, R.
Apostolellis, Panagiotis
Doryab, Afsaneh
Evans, David
Grimshaw, Andrew
Hassan, Wajih
Hott, John R.
Khan, Samira
Murray, Thomas
Li, Jundong
Pettit, Raymond
Praphamontripong, Upsorn
Reiss, Charles
Sherriff, Mark
Stone, Derrick
Skadron, Kevin
Wang, Tianhao
Corey Clark
Ira Greenberg
Michael Hahsler
Eric Larson
Mustafa Bilgic
Steven Demurjian
Caiwen Ding
Shiri Dori-Hacohen
Dr. Dennis Bahler
Dr. Tiffany Barnes
Dr. Lina Battestilli
Saikath Bhattacharya
Dr. Rada Chirkova
Dr. Anupam Das
Dr. Edward W. Davis
Dr. Rudra Dutta
Dr. William Enck
Dr. Edward Gehringer
Dr. Xiaohui (Helen) Gu
Dr. Christopher Healey
Dr. Steffen Heber
Dr. Jamie Jennings
Dr. Jason King
Dr. James Lester
Ms. ToniAnn Marini
Dr. Timothy Menzies
Dr. Wookhee Min
Dr. Bradford Mott
Dr. Magreth Mushi
Dr. Christopher Parnin
Dr. David Roberts
Dr. George Rouskas
Dr. Jonathan Rowe
Dr. Muhammad Shahzad
Dr. Xipeng Shen
Dr. Randall Spain
Dr. Matthias Stallmann
Theodore Manikas
Ms. Margaret Heil
Dr. William J. Stewart
Dr. Kathryn Stolee
Dr. Ranga, Raju Vatsavai
Dr. Laurie Williams
Dr. David Wright
Dr. Ruozhou Yu
Mustaque Ahamad
Ramin Ayanzadeh
Alberto Dainotti
Richard DeMillo
Merrick Furst
Daniel Genkin
Vladimir Kolesnikov
Wenke Lee
Ling Liu
Alessandro Orso
Moinuddin Qureshi
Vivek Sarkar
Aaron Bobick
Patrick Crowley
Milos Prvulovic
Brendan Juba
Doug Shook
Bill Siever
Neha Singh
Athena Tabakhi
William Yeoh
Sangeetha Abdu Jyothi
Iftekhar Ahmed
Pierre Baldi
Brigitte Baldi
Rebecca Black
Stacy Branham
Anton Burtsev
Mine Dogucu
Charless Fowlkes
Michael Franz
Sergio Gago-Masague
Joshua Garcia
Michael T. Goodrich
Michele Guindani
Wayne B Hayes
Gillian R Hayes
Alexander Ihler
Ramesh Jain
Ray Klefstad
Marco Levorato
Chen Li
George S. Lueker
Sam Malek
Gloria Mark
Gopi Meenakshisundaram
Gary M. Olson
Kylie Peppler
Anne Marie Piper
Tianchen Qian
Amelia C. Regan
Debra J. Richardson
Babak Shahbaba
Weining Shen
Padhraic Smyth
Thomas A. Standish
Hal Stern
Theresa Jean Tanenbaum
Richard Taylor
Aaron Trammell
Jessica Utts
Andre van der Hoek
Alexander Veidenbaum
Xiaohui Xie
Zhaoxia Yu
Jing Zhang
Kai Zheng
Hadar Ziv
William Cawthorne
Wils Cooley
Kenneth Costello
Jeremy Dawson
Omid Dehzangi
Tom Devine
Dale Dzielski
Victor Fragoso
David Graham
Yu Gu
Mohamed Hefeida
David Krovich
Vinod Kulathumani
Ning Zhang
Sameer Singh
Kevin Bandura
Juggy Jagannathan
Piyush Mehta
Gregory Mundy
Nasser Nasrabadi
Roy Nutter Jr.
Robert Phipps
Arun Ross
Layth Sliman
Anurag Srivastava
George Trapp
Matthew Valenti
Scott Warden
Brian Woerner
Kristin Bennett
Chris Bystroff
Jianxi Gao
Konstantin Kuzmin
Uzma Mushtaque
Stacy Patterson
Mark S. Shephard
George M. Slota
Bolek Szymanski
Lirong Xia
Mohammed J. Zaki
Nazire Koc
Ali Anwar
Daniel Boley
Stevie Chancellor
Abhishek Chandra
David Hung-Chang Du
Mats Heimdahl
Volkan Isler
Christopher Kauffman
Daniel F. Keefe
Joseph Konstan
Vipin Kumar
Sibel Adali
Wes Turner
Mohamed F. Mokbel
Nikolaos Papanikolopoulos
Feng Qian
Evan Suma Rosenberg
Yousef Saad
Shashi Shekhar
Jaideep Srivastava
Antonia Zhai
Catherine Qi Zhao
Andrew Exley
James Moen
Kevin Wendt
Amanda Bienz
Patrick G. Bridges
Leah Buechley
Brooke Chenoweth-Creel
Trilce Estrada
Shuang (Sean) Luan
Abdullah A. Mueen
Zhi-Li Zhang
Shiu-Kai Chin
Venkata S.S. Gandikota
Endadul Hoque
Garrett Ethan Katz
Mehmet Kaya
Bryan S. Kim
Fanxin Kong
Jean-Daniel Medjo Me Biomo
Susan Older
Qinru Qiu
J. Cole Smith
Sucheta Soundarajan
Yuzhe Tang
Li Wang
Jonathan Balkind
Elizabeth M. Belding
Michael Beyeler
Shiyu Chang
Amr El Abbadi
Trinabh Gupta
Chandra Krintz
Christopher Kruegel
Timothy Sherwood
