last_work,next_work,weight
University,Massachusetts Institute of Technology,1
University,Columbia University,1
University,Dartmouth College,2
University,University,2
University,Johns Hopkins University,2
University,Boston University,1
University,New York University,1
University,Yale University,1
University,University of Texas at Austin,1
University,Stanford University,2
University,"University of California, Berkeley",1
University,King Abdullah University of Science and Technology,1
University,University of Pennsylvania,1
University,Duke University,1
University,Washington University in St. Louis,1
University,Hebrew University of Jerusalem,1
University,"University of California, Irvine",4
University,Brown University,1
University,Capitol Technology University,1
University,University of Michigan–Dearborn,1
University,University of North Carolina at Chapel Hill,1
University,Wageningen University & Research,1
University,University of Connecticut,1
University,North Carolina State University,1
University,University of the Amazon,1
North Carolina A&T State University,Columbia University,3
North Carolina A&T State University,Northwestern University,1
North Carolina A&T State University,University of Texas at Arlington,1
North Carolina A&T State University,University of Pennsylvania,1
North Carolina A&T State University,Princeton University,1
North Carolina A&T State University,University of Illinois Chicago,1
North Carolina A&T State University,University of Nebraska–Lincoln,1
North Carolina A&T State University,Pepperdine University,1
North Carolina A&T State University,University of Mississippi,1
North Carolina A&T State University,Rutgers University,1
North Carolina A&T State University,North Carolina State University,2
National University of Health Sciences,Columbia University,1
Ohio University,Columbia University,1
Ohio University,Youngstown State University,1
Ohio University,Purdue University,1
"University of California, Davis",Columbia University,1
"University of California, Davis",University of Florida,1
"University of California, Davis",Georgia Tech,1
"University of California, Davis",University of Zurich,1
"University of California, Davis",University of Utah,1
"University of California, Davis",Arizona State University,1
"University of California, Davis","University of California, Davis",1
London School of Economics,Northeastern University,1
London School of Economics,Clemson University,1
Weizmann Institute of Science,Massachusetts Institute of Technology,2
Weizmann Institute of Science,Johns Hopkins University,1
Weizmann Institute of Science,"University of California, Los Angeles",1
Weizmann Institute of Science,Pennsylvania State University,1
Saarland University,Columbia University,1
Saarland University,Purdue University,1
University of Orléans,Columbia University,1
Paris Diderot University,IIT Kanpur,1
IIT Kanpur,Northwestern University,1
IIT Kanpur,Rutgers University,1
IIT Kanpur,Michigan State University,1
University of Wisconsin–Milwaukee,Northwestern University,1
Singapore Management University,Chinese University of Hong Kong,1
Singapore Management University,Pennsylvania State University,1
Singapore Management University,University of Pennsylvania,1
Singapore Management University,New Mexico State University,1
Chinese University of Hong Kong,Northwestern University,1
Chinese University of Hong Kong,Princeton University,1
"University of California, Riverside",Northwestern University,1
"University of California, Riverside",University of Texas at Arlington,1
"University of California, Riverside",University of Illinois Chicago,1
"University of California, Riverside",California State University San Marcos,1
"University of California, Riverside","University of California, Riverside",1
"University of California, Riverside",University of New Mexico,1
Indiana University Bloomington,Duke University,1
Indiana University Bloomington,University of Utah,1
Indiana University Bloomington,Stony Brook University,1
Indiana University Bloomington,Stanford University,1
Indiana University Bloomington,Worcester Polytechnic Institute,1
Indiana University Bloomington,"University of California, Irvine",1
Indiana University Bloomington,University of Minnesota,1
Indiana University Bloomington,University of New Mexico,1
Duke University,Yale University,2
Duke University,University of Wisconsin–Madison,1
Duke University,University of Pennsylvania,1
Duke University,University of Bremen,1
Duke University,Brown University,3
Duke University,Duke University,5
Duke University,Columbia University,1
Duke University,"University of California, Berkeley",1
Duke University,Emory University,1
Duke University,North Carolina State University,3
Duke University,IIT Kanpur,1
Duke University,University of Illinois Urbana-Champaign,2
Duke University,Rutgers University,1
Duke University,University of Texas at Dallas,1
Duke University,University of North Carolina at Chapel Hill,4
Yale University,Tufts University,1
Yale University,Johns Hopkins University,1
Yale University,"University of California, Davis",1
Yale University,Massachusetts Institute of Technology,2
Yale University,Yale University,1
Yale University,Tongji University,1
Yale University,University of Agder,1
Yale University,University,1
Yale University,University of Pennsylvania,1
Yale University,University of Chicago,1
Yale University,University of Washington,1
Yale University,University of Florida,1
Yale University,University of Colorado Boulder,1
Yale University,University of British Columbia,1
Tufts University,Northwestern University,1
Tufts University,Tufts University,3
Tufts University,New York University,1
Tufts University,University,2
Tufts University,American University of Armenia,1
Tufts University,Massachusetts Institute of Technology,1
Tufts University,Worcester Polytechnic Institute,1
Tufts University,Carnegie Mellon University,1
Tufts University,Rensselaer Polytechnic Institute,1
Tufts University,Boston University,1
Coastal Carolina University,Harvard University,1
University of Mannheim,Harvard University,1
University of British Columbia,Northwestern University,1
University of British Columbia,Johns Hopkins University,1
University of British Columbia,Carnegie Mellon University,1
University of British Columbia,Clarkson University,1
University of British Columbia,University of British Columbia,1
University of British Columbia,University of Illinois Urbana-Champaign,1
University of British Columbia,University of Texas at Austin,1
University of British Columbia,University of Utah,1
University of British Columbia,"University of California, San Diego",1
University of British Columbia,University of Massachusetts Amherst,1
Dartmouth College,Northwestern University,1
Dartmouth College,Cornell University,2
Dartmouth College,University of Pennsylvania,1
Dartmouth College,University of Texas at Austin,1
Dartmouth College,University of Massachusetts Amherst,1
Dartmouth College,Stanford University,1
Dartmouth College,Illinois Institute of Technology,1
Dartmouth College,Massachusetts Institute of Technology,1
Dartmouth College,University,1
Dartmouth College,Dalhousie University,1
Dartmouth College,Indian Institute of Science,1
Dartmouth College,Dartmouth College,1
Dartmouth College,Murray State University,1
Dartmouth College,Sapienza University of Rome,1
Dartmouth College,Boston University,1
Dartmouth College,Clemson University,1
Dartmouth College,Carnegie Mellon University,1
Tusculum University,University of Washington,1
Tusculum University,East Tennessee State University,1
University of Science and Technology of China,University of Texas at Austin,1
New York University,Cornell University,1
New York University,University of Washington,1
New York University,Surugadai University,1
New York University,New York University Abu Dhabi,1
New York University,University of Chicago,1
New York University,Technion – Israel Institute of Technology,1
New York University,Stanford University,1
New York University,University of Pittsburgh,1
New York University,Massachusetts Institute of Technology,1
New York University,Dartmouth College,1
New York University,University of Illinois Urbana-Champaign,1
New York University,"University at Albany, SUNY",1
New York University,Central European University,1
New York University,"University of California, Santa Barbara",1
New York University,North Carolina A&T State University,1
New York University,University of Illinois Chicago,1
New York University,Georgia Tech,1
New York University,Stony Brook University,1
New York University,"University of California, Berkeley",1
New York University,"University of California, Santa Cruz",1
New York University,New York University,2
New York University,List of university and college schools of music,1
New York University,Princeton University,1
New York University,Columbia College Chicago,1
New York University,Georgetown University,1
New York University,University of Colorado Boulder,1
New York University,London School of Economics,1
New York University,North Carolina State University,1
New York University,California Institute of Technology,1
University of Southern Denmark,Harvard University,1
University of Sussex,Korea University,1
Chuo University,California Institute of Technology,1
Chuo University,Stony Brook University,1
Reichman University,Cornell University,1
Reichman University,New York University,1
American University,Boston University,1
American University,American University,1
American University,International university,1
Case Western Reserve University,Case Western Reserve University,5
Case Western Reserve University,Humboldt University of Berlin,1
Case Western Reserve University,University of Massachusetts Amherst,1
Case Western Reserve University,University of Illinois Chicago,1
Case Western Reserve University,Stony Brook University,1
Case Western Reserve University,Purdue University,1
Case Western Reserve University,McGill University,1
Case Western Reserve University,University of Kansas,1
Case Western Reserve University,Imperial College London,1
Oberlin College,Case Western Reserve University,1
University of Edinburgh,Johns Hopkins University,1
University of Edinburgh,Carnegie Mellon University,1
University of Edinburgh,University of Chicago,1
University of Edinburgh,Vanderbilt University,1
University of Edinburgh,University of Pennsylvania,1
University of Edinburgh,University of Kansas,1
Vassar College,York College of Pennsylvania,1
York College of Pennsylvania,Johns Hopkins University,1
Lehigh University,Johns Hopkins University,1
Lehigh University,Chatham University,1
Lehigh University,University of Chicago,1
Lehigh University,Washington University in St. Louis,1
Lehigh University,Lehigh University,2
Lehigh University,Georgia Tech,1
Lehigh University,"University of Maryland, College Park",1
Simon Fraser University,Kwantlen Polytechnic University,1
Simon Fraser University,"University of California, Irvine",1
Kwantlen Polytechnic University,University of British Columbia,1
Zhejiang University of Technology,Johns Hopkins University,1
Full Sail University,University of Florida,1
Full Sail University,Duke University,1
Full Sail University,George Washington University,1
Colorado State University,Colorado State University,6
Colorado State University,"University of California, Santa Cruz",1
Colorado State University,University,1
Colorado State University,University of Georgia,1
Colorado State University,University of Florida,1
Colorado State University,"University of Maryland, College Park",1
Colorado State University,University of North Carolina at Chapel Hill,1
Colorado State University,University of Colorado Boulder,3
Colorado State University,Clemson University,1
Colorado State University,New World University,1
"University of California, Santa Cruz",University of Florida,1
"University of California, Santa Cruz",University of Massachusetts Amherst,1
"University of California, Santa Cruz",Duke University,1
"University of California, Santa Cruz","University of California, Irvine",1
"University of California, Santa Cruz",University of Washington,1
"University of California, Santa Cruz",New York University,1
University of Alabama,University of Florida,1
University of Alabama,Washington State University,1
Syracuse University,University of Florida,1
Syracuse University,Cornell University,1
Syracuse University,Harvard University,1
Syracuse University,Indiana University Bloomington,1
Syracuse University,Northeastern University,1
Syracuse University,Syracuse University,2
Syracuse University,Fırat University,1
Syracuse University,Georgia Tech,1
Wichita State University,Auburn University,1
Auburn University,Virginia Tech,1
Auburn University,Clemson University,1
Auburn University,Elizabeth City State University,1
Auburn University,Sonoma State University,1
Gandhi Institute of Technology and Management,New Mexico State University,1
New Mexico State University,Colorado State University,1
New Mexico State University,Washington University in St. Louis,1
Wayne State University,University of North Carolina at Chapel Hill,1
Wayne State University,University of Texas at Arlington,1
Wayne State University,University of Texas at Dallas,1
Wayne State University,Thompson Rivers University,1
Wayne State University,University of Colorado Colorado Springs,1
University of Colorado Boulder,University of North Carolina at Chapel Hill,4
University of Colorado Boulder,Chapman University,1
University of Colorado Boulder,Yale University,1
University of Colorado Boulder,St. John's University (New York City),1
University of Colorado Boulder,University of Cambridge,1
University of Colorado Boulder,University of Oxford,1
University of Colorado Boulder,University of Colorado Denver,1
University of Colorado Boulder,University of Colorado Boulder,8
University of Colorado Boulder,Pädagogische Hochschule Schwäbisch Gmünd,1
University of Colorado Boulder,University of Chicago,1
University of Colorado Boulder,"University of Maryland, College Park",2
University of Colorado Boulder,Massachusetts Institute of Technology,2
University of Colorado Boulder,University of Pennsylvania,1
University of Colorado Boulder,"University of California, San Diego",1
University of Colorado Boulder,University of the Amazon,2
University of Colorado Boulder,Boston University,1
University of Colorado Boulder,National Defense University,1
University of Colorado Boulder,Indiana University,1
University of Colorado Boulder,Ludwig Maximilian University of Munich,1
University of Colorado Boulder,Jones International University,1
University of Colorado Boulder,Walden University,1
University of Colorado Boulder,Sungkyunkwan University,1
University of Colorado Boulder,University of New Mexico,1
Bar-Ilan University,Boston University,1
Thompson Rivers University,Grand Valley State University,1
Thompson Rivers University,University of Delaware,1
Grand Valley State University,Grand Valley State University,1
University of Western Ontario,Ryerson University,1
University of Western Ontario,California Institute of Technology,1
Wilfrid Laurier University,Boston University,1
Wilfrid Laurier University,Rutgers University,1
University of Massachusetts Lowell,Boston University,1
University of Massachusetts Lowell,Tufts University,1
Boston College,Boston University,2
George Washington University,New York University,1
George Washington University,George Washington University,1
George Washington University,University of Pennsylvania,1
George Washington University,Brown University,1
George Washington University,University of Central Florida,2
George Washington University,Goddard College,1
George Washington University,University of Colorado Boulder,1
Yaşar University,Muğla University,1
Muğla University,University,1
University of Maine,University of Colorado Boulder,1
University of Maine,University of Massachusetts Amherst,1
Colorado School of Mines,University of Colorado Boulder,1
Colorado School of Mines,Cornell University,1
Oregon State University,University of Colorado Boulder,2
Oregon State University,Stanford University,1
Oregon State University,University of Illinois Urbana-Champaign,1
Oregon State University,University of Texas at Arlington,1
Oregon State University,Mount Holyoke College,1
Oregon State University,"University of California, Irvine",1
Oregon State University,University of Houston,2
Eindhoven University of Technology,Carnegie Mellon University,1
Eindhoven University of Technology,Teikyo University,1
Chapman University,Macquarie University,1
Chapman University,University of Pennsylvania,1
"University of Maryland, Baltimore County",University of Colorado Boulder,1
"University of Maryland, Baltimore County","University of Nevada, Las Vegas",1
"University of Maryland, Baltimore County",University of Florida,1
"University of Maryland, Baltimore County",University of Maryland School of Medicine,1
"University of Maryland, Baltimore County","University of California, Berkeley",1
"University of Maryland, Baltimore County","University of California, Irvine",1
International university,University of Colorado Boulder,1
International university,Bentley University,1
International university,West Virginia University,1
International university,University,1
International university,University of Washington,1
International university,Nova Southeastern University,1
Webster University,University of Colorado Boulder,1
University of Oxford,University of Pennsylvania,1
University of Oxford,Carnegie Mellon University,1
University of Oxford,California Institute of Technology,1
University of Oxford,University of Minnesota,1
University of Oxford,Stony Brook University,1
University of Oxford,University of Massachusetts Amherst,1
IIT Bombay,University of Colorado Boulder,1
University of Colorado Denver,University of Colorado Boulder,1
University of Calgary,"University of California, Irvine",1
Indiana University–Purdue University Indianapolis,University of Colorado Boulder,1
University of Notre Dame,University of Utah,1
University of Notre Dame,"University of California, Berkeley",1
University of Notre Dame,University of Chicago,1
University of Notre Dame,Boston University,1
University of Notre Dame,Colorado State University,1
University of Notre Dame,University of Essex,1
University of Notre Dame,Missouri University of Science and Technology,1
University of Notre Dame,Cornell University,1
University of Notre Dame,California Institute of Technology,1
University of Southampton,Cornell University,1
Sun Yat-sen University,University of Illinois Chicago,1
Tongji University,Chinese Culture University,1
Chinese Culture University,Peking University,1
University of Alabama in Huntsville,Drexel University,1
Villanova University,University of Delaware,1
University of Delaware,Drexel University,2
University of Delaware,University of Michigan,1
University of Delaware,Massachusetts Institute of Technology,1
University of Delaware,"University of California, Santa Barbara",1
University of Delaware,University of Memphis,1
University of Delaware,University of Delaware,1
University of Delaware,Boston University,1
University of Delaware,University of New Mexico,1
"California State Polytechnic University, Pomona",Monmouth University,1
"California State Polytechnic University, Pomona",Howard University,1
Monmouth University,Seton Hall University,1
Seton Hall University,Drexel University,1
Université libre de Bruxelles,Tufts University,1
Université libre de Bruxelles,Mid-Continent University,1
Smith College,University of Washington,1
Smith College,Mount Holyoke College,1
University of Bern,Imperial College London,1
University of Bern,"University of Maryland, College Park",1
Marquette University,Clemson University,1
Marquette University,"University of California, Riverside",1
Marquette University,Purdue University,1
Clemson University,Medical University of South Carolina,1
Clemson University,Carnegie Mellon University,1
Clemson University,Princeton University,1
Clemson University,University of Florida,4
Clemson University,Sheridan College,1
Clemson University,Botho University,1
Clemson University,University of South Carolina Upstate,1
Clemson University,University of Delaware,1
Clemson University,University of New Hampshire,1
Washington State University,Clemson University,1
Washington State University,Uniformed Services University of the Health Sciences,1
Washington State University,Washington State University,1
Washington State University,Drexel University,1
Washington State University,RWTH Aachen University,1
Utrecht University,University of Minnesota,1
Teikyo University,"University of California, Irvine",1
Savannah College of Art and Design,Clemson University,1
University of North Carolina Wilmington,Clemson University,2
Manhattan College,Georgia State University,1
Georgia State University,Clemson University,1
Ateneo de Manila University,Clemson University,1
University of Florida,University of Liverpool,1
University of Florida,Cornell University,1
University of Florida,Georgia Tech,1
University of Florida,Florida Institute of Technology,2
University of Florida,Arizona State University,1
University of Florida,Full Sail University,1
University of Florida,Winthrop University,1
University of Florida,"University of California, Santa Barbara",1
University of Florida,Boğaziçi University,1
University of Florida,Rice University,1
University of Florida,Clemson University,2
University of Florida,University of Texas at Arlington,1
University of Liverpool,University of Manchester,1
University of Manchester,University of Delaware,1
University of the Arts (Philadelphia),University of Delaware,1
Northern Virginia Community College,Austin Community College District,1
Austin Community College District,University of Texas at Austin,1
Fordham University,Johnson & Wales University,1
Fordham University,University of Florida,1
Johnson & Wales University,St. Edward's University,1
St. Edward's University,University of Texas at Austin,1
National and Kapodistrian University of Athens,University of Texas at Austin,1
California Baptist University,University of Texas at Austin,1
Ben-Gurion University of the Negev,University of Texas at Austin,1
Technical University of Berlin,Free University of Berlin,1
Free University of Berlin,Rice University,1
Rice University,Boston University,1
Rice University,Stanford University,1
Rice University,"University of Nevada, Reno",1
Rice University,Rutgers University,1
Rice University,Massachusetts Institute of Technology,2
Rice University,Purdue University,1
Rice University,Dartmouth College,1
Rice University,University of Illinois Urbana-Champaign,1
Rice University,Princeton University,1
Rice University,Lancaster University,1
Rice University,Columbia University,1
Rice University,"University of Maryland, College Park",1
Rice University,Georgia Tech,1
University of South Florida,University of Texas at Austin,1
University of South Florida,University of Notre Dame,1
Olin College,Olin College,1
Olin College,Carnegie Mellon University,1
Olin College,University of Massachusetts Lowell,1
Soka University of America,University of Toronto,1
University of Cyprus,University of Cyprus,2
University of Cyprus,Leiden University,1
Flinders University,Clemson University,1
Middle East Technical University,Middle East Technical University,1
Middle East Technical University,Georgia Tech,1
Middle East Technical University,"University of California, San Diego",1
Johannes Kepler University Linz,Carnegie Mellon University,1
Johannes Kepler University Linz,University of Texas at Austin,1
Chatham University,Carnegie Mellon University,1
Brescia University,Carnegie Mellon University,1
Tulane University,Michigan State University,1
Tulane University,Northeast Forestry University,1
Tulane University,North Carolina State University,1
Michigan State University,Keck Graduate Institute,1
Michigan State University,Michigan State University,7
Michigan State University,University of Southampton,1
Michigan State University,Clemson University,1
Michigan State University,University of Texas at Austin,1
Michigan State University,West Virginia University,2
Michigan State University,Information Technology University,1
Michigan State University,University,1
Michigan State University,North Carolina State University,1
Keck Graduate Institute,Michigan State University,1
Northeast Forestry University,Michigan State University,1
Fudan University,Virginia Tech,2
Worcester Polytechnic Institute,Worcester Polytechnic Institute,3
Worcester Polytechnic Institute,"Teachers College, Columbia University",1
Worcester Polytechnic Institute,Brown University,1
Worcester Polytechnic Institute,Carnegie Mellon University,1
Worcester Polytechnic Institute,University at Buffalo,1
DePaul University,University of Notre Dame,1
DePaul University,Bethel University (Minnesota),1
DePaul University,Lone Star College System,1
University of Deusto,University of Chicago,1
School of the Art Institute of Chicago,Tamil Nadu Veterinary and Animal Sciences University,1
School of the Art Institute of Chicago,Boston University,1
KTH Royal Institute of Technology,University of Chicago,1
KTH Royal Institute of Technology,University of Southern California,1
KTH Royal Institute of Technology,Université catholique de Louvain,1
KTH Royal Institute of Technology,"University of California, Irvine",1
ICT University,"University of Maryland, College Park",1
Ruhr University Bochum,Rutgers University,1
University of San Francisco,University of San Francisco,1
University of San Francisco,University of Chicago,1
National Defense University,"University of Maryland, College Park",1
University of Genoa,"University of Maryland, College Park",1
University of Zurich,"University of Maryland, College Park",1
Thomas Jefferson University,"University of California, Berkeley",1
Park University,"University of California, Berkeley",1
Park University,Brown University,1
Park University,Islamic Azad University,1
Park University,University of Florida,1
École normale supérieure (Paris),"University of California, Berkeley",1
École normale supérieure (Paris),Vanderbilt University,1
Leipzig University,"University of California, Berkeley",1
Private university,"University of California, Berkeley",1
Baldwin Wallace University,"University of California, Berkeley",1
Bu-Ali Sina University,University of Rochester,1
Westminster College (Pennsylvania),University of Utah,1
University of Zaragoza,Lehigh University,1
College of William & Mary,University of Utah,1
College of William & Mary,North Carolina State University,1
College of William & Mary,University of Delaware,1
Lindenwood University,Air Force Institute of Technology,1
Air Force Institute of Technology,University of Utah,1
Air Force Institute of Technology,United States Air Force Academy,1
"University of Nevada, Reno",Rutgers University,1
"University of Nevada, Reno",North Carolina A&T State University,1
Phillips University,"University of Maryland, College Park",1
Phillips University,Phillips University,1
Phillips University,"University of California, Berkeley",1
University of Bonn,Rice University,1
University of Bonn,University of Washington,1
National University of Singapore,"University of California, Santa Cruz",1
National University of Singapore,University of Pennsylvania,1
National University of Singapore,"University of California, Berkeley",1
National University of Singapore,University of Nebraska–Lincoln,1
National University of Singapore,Arizona State University,1
National University of Singapore,University of Colorado Boulder,1
National University of Singapore,"University of Maryland, College Park",1
National University of Singapore,University of Minnesota,1
Capital University,Seattle University,1
Capital University,University,1
Troy University,Stanford University,1
University of Sydney,Stanford University,1
Wellesley College,Stanford University,1
Wellesley College,Olin College,1
University of Oregon,University of Texas at Arlington,1
University of Oregon,University of Rochester,1
University of Oregon,Georgia Tech,1
University of Oregon,University of Florida,1
University of Oregon,"University of Maryland, College Park",1
Florida International University,"University of California, Riverside",1
Florida International University,Syracuse University,1
Florida International University,Arizona State University,1
Florida International University,Florida International University,1
Florida International University,Colorado State University,2
Florida International University,University of Wisconsin–Platteville,1
University of Oklahoma,Howard University,1
Howard University,University of Texas at Arlington,2
Howard University,Winthrop University,1
Howard University,Howard University,1
University of Georgia,University of Southern California,1
University of Georgia,Brown University,1
University of Georgia,Michigan State University,1
University of Georgia,Clemson University,1
IIT Delhi,University of Pennsylvania,1
Institute of technology,University of Pennsylvania,1
Institute of technology,North Carolina State University,1
"Teachers College, Columbia University",University of Pennsylvania,1
University of Essex,KU Leuven,1
University of Essex,University of Bristol,1
Olympic College,Olympic College,2
Olympic College,Washington State University,1
Bentley University,Washington State University,1
Mississippi State University,Kansas State University,1
Mississippi State University,West Virginia University,1
Mississippi State University,Arizona State University,1
Mississippi State University,University of Texas at Dallas,1
Mississippi State University,Mississippi State University,1
Mississippi State University,University of Florida,1
Southern Methodist University,University of Texas at Arlington,1
Southern Methodist University,University of the Amazon,1
Illinois Institute of Technology,Washington State University,1
Illinois Institute of Technology,University of Arizona,1
Illinois Institute of Technology,Texas Tech University,1
Illinois Institute of Technology,Johns Hopkins University,1
Illinois Institute of Technology,"University of California, Davis",1
Stevens Institute of Technology,Duke University,1
Stevens Institute of Technology,Arizona State University,1
Stevens Institute of Technology,Syracuse University,1
Stevens Institute of Technology,Drexel University,1
Stevens Institute of Technology,Brandeis University,1
Winthrop University,University of Washington,1
Winthrop University,University,1
Winthrop University,New York University Abu Dhabi,1
Technical University of Madrid,University of Pennsylvania,1
University of Malaya,University of Victoria,1
University of Victoria,"University of California, San Diego",1
University of Victoria,University of British Columbia,1
University of Victoria,"University of California, Irvine",1
University of Victoria,Syracuse University,1
Fort Valley State University,Claflin University,1
Claflin University,University of Massachusetts Amherst,1
Claflin University,University of North Carolina at Chapel Hill,1
University of California,University of Washington,1
University of California,Rensselaer Polytechnic Institute,1
Rensselaer Polytechnic Institute,Boston University,1
Rensselaer Polytechnic Institute,EAFIT University,1
Rensselaer Polytechnic Institute,University of Cambridge,1
Rensselaer Polytechnic Institute,"University of Nevada, Reno",1
Rensselaer Polytechnic Institute,University of Wisconsin–Madison,1
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,4
Rensselaer Polytechnic Institute,Stanford University,1
Rensselaer Polytechnic Institute,University of Minnesota,1
Kyushu University,Massachusetts Institute of Technology,1
Cranfield University,Harvard University,1
École des ponts ParisTech,University of Texas at Austin,1
École des ponts ParisTech,Technion – Israel Institute of Technology,1
Johnson University,Massachusetts Institute of Technology,1
Bridgewater College,University of Virginia,1
KAIST,University of Toronto,1
Chalmers University of Technology,University of Virginia,1
Chalmers University of Technology,Purdue University,1
Chalmers University of Technology,Linköping University,1
ESIEE Paris,Dartmouth College,1
Dalhousie University,Dartmouth College,1
Bangladesh University of Engineering and Technology,University of Virginia,1
Bangladesh University of Engineering and Technology,Bangladesh University,1
Nanyang Technological University,University of Toulouse,1
Nanyang Technological University,Georgia Tech,1
Nanyang Technological University,"University of California, Berkeley",1
Nanyang Technological University,Massachusetts Institute of Technology,1
Nanyang Technological University,University of North Carolina at Chapel Hill,1
University of Toulouse,École normale supérieure (Paris),1
Palo Alto University,University of Illinois Urbana-Champaign,1
Radboud University Nijmegen,Western University,1
Western University,York University,1
York University,Vanderbilt University,1
Newberry College,Vanderbilt University,1
Tennessee State University,Vanderbilt University,1
United States Naval Academy,Bethel University (Indiana),1
United States Naval Academy,Claflin University,1
Bethel University (Indiana),Vanderbilt University,1
Hokkaido University,Vanderbilt University,1
University of Moratuwa,Massachusetts Institute of Technology,1
Lancaster University,University of Illinois Urbana-Champaign,1
Lancaster University,University of Massachusetts Amherst,1
Newcastle University,University of Illinois Urbana-Champaign,1
Seattle University,University of Illinois Urbana-Champaign,1
Louisiana State University,University of Illinois Urbana-Champaign,2
Harvey Mudd College,University of Illinois Urbana-Champaign,1
New Jersey Institute of Technology,University of Illinois Urbana-Champaign,1
New Jersey Institute of Technology,New York University,1
New Jersey Institute of Technology,Arizona State University,1
University of Stuttgart,University of Edinburgh,1
Texas Tech University,University of Illinois Urbana-Champaign,1
Texas Tech University,University of Pennsylvania,2
Texas Tech University,University of Texas at Austin,1
Texas Tech University,Abilene Christian University,1
Oklahoma State University–Stillwater,Oklahoma State University–Stillwater,1
Oklahoma State University–Stillwater,University of Illinois Urbana-Champaign,1
Oklahoma State University–Stillwater,University of Central Florida,1
Portland State University,Portland State University,3
Portland State University,University of Pennsylvania,1
Portland State University,University of Tripoli,1
Portland State University,Purdue University,1
Portland State University,Texas A&M University,1
Portland State University,West Virginia University,1
Wright State University,Post University,1
Wright State University,University of Central Florida,1
Post University,University of Illinois Urbana-Champaign,1
University of Houston,King Fahd University of Petroleum and Minerals,1
University of Houston,University of Houston–Clear Lake,1
University of Houston,University of Texas Health Science Center at Houston,1
University of Houston,University of Houston,1
King Fahd University of Petroleum and Minerals,College of William & Mary,1
Baylor University,University of North Carolina at Greensboro,1
University of North Carolina at Greensboro,North Carolina State University,1
University of Alberta,Northwestern University,1
University of Alberta,University of Illinois Chicago,1
University of Alberta,Arizona State University,1
University of Alberta,OGI School of Science and Engineering,1
Durham University,Georgia Tech,1
Durham University,Princeton University,1
Durham University,University of Virginia,1
Himachal Pradesh University,Georgia Tech,1
Hong Kong University of Science and Technology,"University of California, Davis",1
Hong Kong University of Science and Technology,University of Texas at Arlington,1
Baylor College of Medicine,Washington University in St. Louis,1
Baylor College of Medicine,University of Central Florida,1
DePauw University,Washington University in St. Louis,1
"University of Nevada, Las Vegas","University of California, Irvine",1
National Technical University of Athens,Georgia Tech,1
National Technical University of Athens,Massachusetts Institute of Technology,1
University College Dublin,University,1
West Virginia University,Appalachian State University,1
West Virginia University,Louisiana Tech University,1
West Virginia University,Washington University in St. Louis,1
West Virginia University,Arizona State University,1
West Virginia University,University of Central Florida,1
West Virginia University,Michigan State University,2
West Virginia University,Portland State University,1
West Virginia University,North Carolina State University,1
West Virginia University,University of Hertfordshire,1
West Virginia University,Fairmont State University,1
West Virginia University,California Institute of Technology,1
West Virginia University,Carnegie Mellon University,1
West Virginia University,University,2
West Virginia University,University at Buffalo,1
Fairmont State University,West Virginia University,2
University College London,California Institute of Technology,1
University College London,Harvard University,1
University College London,Purdue University,1
University College London,Boston University,1
University College London,University of Texas at Austin,1
"University at Albany, SUNY",Rensselaer Polytechnic Institute,1
Uppsala University,Brown University,1
Sapienza University of Rome,Brown University,1
Central European University,New York University,1
Central European University,University of Georgia,1
University of Padua,Brown University,1
Western New England University,Georgetown University,1
Georgetown University,University of Rhode Island,1
Georgetown University,University of Delaware,1
Georgetown University,Georgia Tech,1
Georgetown University,University of Minnesota,1
Delft University of Technology,Harvard University,1
Delft University of Technology,Technical University of Munich,1
Muskingum University,Ohio University,1
Muskingum University,University of Georgia,1
Bennington College,Brown University,1
University of Auckland,Truman State University,1
Truman State University,University of Missouri,1
University of Missouri,University of Missouri–St. Louis,1
University of Missouri,Boston University,1
University of Missouri,University of Florida,1
Polytechnic University of Milan,University of Minnesota,1
Polytechnic University of Milan,Georgia Tech,1
University of Salerno,Stanford University,1
BRAC University,McGill University,1
Clarkson University,University of Minnesota,1
LUT University,Friends University,1
Simón Bolívar University (Venezuela),University of New Mexico,1
University of New Mexico,University of New Mexico,7
University of New Mexico,University of Utah,1
University of New Mexico,Vanderbilt University,1
University of New Mexico,MD Anderson Cancer Center,1
American Public University System,University of New Mexico,1
Trine University,University of Washington,1
Oregon Health & Science University,University of Washington,1
Oregon Health & Science University,Portland State University,2
Oregon Health & Science University,Lagos State University,1
Oregon Health & Science University,University,1
Grand Canyon University,University,1
Grand Canyon University,Argosy University,1
Saxion University of Applied Sciences,Massachusetts Institute of Technology,1
Biola University,University of Washington,1
Jiwaji University,Michigan State University,1
University of Idaho,Syracuse University,1
University of Idaho,West Virginia University,1
James Madison University,Florida International University,1
Temple University,University of Delaware,1
Temple University,Stony Brook University,1
Temple University,Arizona State University,1
Temple University,Temple University,1
Peking University,Fudan University,1
Peking University,Stony Brook University,1
International University of Japan,University of Illinois Chicago,1
Alderson Broaddus University,Massachusetts Institute of Technology,1
Alderson Broaddus University,International University for Science and Technology,1
Bethel University (Minnesota),Princeton University,1
Polytechnic University of Turin,University of Illinois Chicago,1
Indiana University,University of Illinois Chicago,1
Indiana University,University of Colorado Boulder,1
